行业,批次,不限专业,公司名称,学历,岗位更新日期,官方公告,岗位,网申入口,含免笔试,截止时间,企业类型,招聘对象,备注,工作城市
"制造业,医药生物",春招,0,海利集团,"本科,硕士,博士",2026/05/15,http://mp.weixin.qq.com/s/29JW_WD7G0CMlzypi3TUzA,应届毕业生岗位,https://mp.weixin.qq.com/s/29JW_WD7G0CMlzypi3TUzA,1,2026-05-31,央国企,2026,"校招岗位免笔试, 享受国企福利待遇, 包含五险一金及各项补贴, 8k-12k*14",湖南
建筑,春招,0,中国建科,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/P7KZCAKk2X9dQPzhMgcDgQ,自动化，计算机，城乡规划，工程管理，工程设备，工程造价，市政工程，建筑历史，建筑设计，材料科学，环境工程，环境设计，软件工程，道路桥梁,https://www.iguopin.com/company?id=10685293298026381,0,招满即止,央国企,"2025, 2026","解决北京落户,提供人才公租房,六险二金,交通补助,12k~22k*14","北京, 天津, 深圳"
互联网,暑期实习,0,海康威视,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/IKIWUgp9rlErxPtoYRE8nQ,"海外营销/技术支持工程师,应用软件开发工程师 (Android/iOS/Web)",https://campushr.hikvision.com/home,0,招满即止,民企,2027届,"提供转正机会, 需实习2个月以上, 海康威视国际业务中心核心岗, 杭州坐班。",杭州
金融,暑期实习,0,长江证券研究所,"硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/zl4szmYQDoqM5Vuy7OQl7g,研究员实习生,https://cjzq3.zhiye.com/,0,招满即止,央国企,2026届,"诚心长期培养, 针对2026届硕博毕业生, 行业顶尖研究所核心研究岗位。",上海
建筑,暑期实习,0,中建西南院,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/nqh2ZVGaqFMCUHAtgF5KQw,"建筑实习生,电气实习生,暖通实习生,规划实习生,结构实习生,给排水实习生,风景园林实习生,工程管理实习生,装饰实习生,工程造价实习生",https://xnjz.zhiye.com/,1,招满即止,央国企,2027届（国内）；2026.09-2027.07（海外）,"27届校招提前批直通车, 需7-8月全勤实习, 央企建筑大院核心岗, 表现优异可获转正Offer。","上海, 南京, 合肥, 成都, 杭州, 武汉, 济南, 海口, 深圳, 珠海, 苏州, 郑州, 重庆, 长沙, 雄安"
制造业,暑期实习,0,汇中股份,"大专,本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/BFrn94_n-XtgbWSz8vIAHg,"生产实习生,售后实习生,外贸实习生",https://huizhong.zhiye.com/intern/jobs?memory=%7B%7D&silence=1,0,招满即止,民企,2026届,"提供住宿及免费午餐, 售后岗需接受长期出差, 专精特新小巨人企业。",唐山
互联网,春招,1,必凡娱乐,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/oLY5Ju6n9BJcU3qd2zX3iQ,2D动画，UI设计，原画设计，数值策划，文案策划，系统策划，客户端开发，服务端开发，策划实习生，内容运营实习生，美术设计类实习生,https://s.xinrenxinshi.com/recruitGate/list#/ey=0ebdb004894877698f15cda9cd3a5b4480c864,0,招满即止,民企,"2026, 2027","有五险一金, 5000元学习基金, 2000元游戏报销, 弹性上下班, 12k~20k*14","北京, 深圳"
金融,春招,0,半鞅私募基金,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/_dsAtN5wMWiiLPQc3Ykjdg,量化交易员，私募基金运营，销售支持助理，高级市场经理，平台开发工程师，量化开发实习生，量化研究实习生，交易系统开发工程师,https://banyangcap.jobs.feishu.cn/index,0,招满即止,民企,"2025, 2026, 2027","开发岗最高可达60k*18薪, 27届实习日薪2000且包食宿, 13k-60k*16-18",上海
制造业,暑期实习,0,阿特拉斯·科普柯,本科,2026/05/15,https://mp.weixin.qq.com/s/u4fDcix4mBMLhwivp6Hmrw,服务工程师培训生,https://mp.weixin.qq.com/s/u4fDcix4mBMLhwivp6Hmrw,1,招满即止,外企,大三,"转正即签三方, 暑期7-8月线下实习, 仅限大三机械/能动/电气类专业。","上海, 东莞, 厦门, 常州, 杭州, 沈阳, 泰安"
游戏,春招,0,4399游戏,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/0i9GFZgxXo7n8Y7wPOUXxg,AI管培生，AI应用研究员，AI创新人才储备，AI中台开发工程师，Cocos开发工程师，HR管培生，PMO管培生，Playable试玩广告设计，U3D游戏前端开发工程师，运营中心-储备干部，商务管培生，市场管培生，总经理助理，运维工程师，运营管培生，国际社区运营，游戏产品运营，游戏战斗策划，游戏数值策划，游戏系统策划，国际发行管培生，海外广告优化师，游戏策划管培生，游戏视频设计师，全球化运营管培生，海外项目储备干部，全球化游戏产品运营，全球化市场推广管培生，游戏客户端开发工程师，全球化营销与商务管培生,https://hr.4399om.com/campus/,0,招满即止,民企,2026,"六险一金,高额餐补,年底双薪,项目奖金,15k-30k*14-16",广州
互联网,暑期实习,0,挚文集团,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/fk-FFlmNe41GjnWVek5uyg,"Java开发工程师,iOS开发工程师,全栈开发工程师,后端开发工程师,客户端开发工程师,推荐算法工程师,AI算法工程师,语音算法工程师,机器学习工程师,数据仓库工程师,数据分析工程师,测试工程师,服务端开发工程师,Web开发工程师,流媒体工程师,计算机视觉算法工程师,Agent开发工程师,SRE工程师,社交产品经理,商业产品经理,直播营收产品经理,海外产品经理,主播运营经理,增长运营经理",https://app.mokahr.com/campus-recruitment/immomo/54299?sourceToken=42725e9e0f9c9c5a9ded2e9ce7b17eeb#/,0,招满即止,民企,2027届应届毕业生,"超多可转正机会, 5月28日统一笔试, 涵盖AI/算法/产品等核心组, 7月入职。",北京
"快消,制造业",春招,0,远大食品,硕士,2026/05/15,https://mp.weixin.qq.com/s/aQLVwe9gwann3Bmi8Sux3Q,研发管培生,https://mp.weixin.qq.com/s/aQLVwe9gwann3Bmi8Sux3Q,0,招满即止,民企,2026,"有五险一金, 具有竞争力的薪酬体系, 平台化职业发展通道, 10k~15k*13",江门
互联网,日常实习,0,道旅科技,"大专,本科,硕士",2026/05/15,https://mp.weixin.qq.com/s/_VXjUqfXnUPPE2lht4wRlQ,"企业文化实习生,行政实习生,校招&雇主实习生,招聘实习生（产研HRBP方向）,招聘实习生（招聘运营方向）,招聘实习生（大客服HRBP方向）,业务助理（中国区DC）,信息安全实习生,AI生态合作实习生",https://didatravel.jobs.feishu.cn/index/?keywords=%E5%AE%9E%E4%B9%A0,0,招满即止,民企,非应届在校生,"150-250/天, 需实习3-6个月, 亚洲第一全球第三旅游分销商, 深圳/上海/杭州/长沙/重庆五地可选。","上海, 杭州, 深圳, 重庆, 长沙"
金融,日常实习,0,顺为资本,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/vxmEke15oxjdMSWvJSrEyg,投资分析师实习生（AI 方向）,https://mp.weixin.qq.com/s/vxmEke15oxjdMSWvJSrEyg,0,招满即止,民企,,"薪资未提及, 需国内外名校背景, 顺为资本AI投资组, 优先顶级PE/VC/咨询经历。",北京
"医疗,养老",春招,0,苏州康养集团,"硕士,博士",2026/05/15,https://zjzx.91job.org.cn/index.php?a=show&c=article&id=10606&m=home&site=1,储备人才,https://zjzx.91job.org.cn/index.php?a=show&c=article&id=10606&m=home&site=1,0,2026-05-26,央国企,2026,"苏州市属一级国企, 储备人才专项培养, 享受苏州市人才引进政策, 15k-20k*14",苏州
金融,暑期实习,0,天健,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/utdCn_FY13u8Hgz_Y3gLVw,"财务岗,财务审计,港股审计,金融审计,信息系统审计,央国企审计,军民融合审计,司法审计,资产评估,税务咨询,工程咨询,管理咨询,交易咨询,金融咨询",https://zhaopin.pccpa.cn/hr/home,1,2026-06-30,民企,2027届毕业生,"提前锁定校招Offer, 需实习2个月(7-8月), 国内会计师事务所头部平台.","上海, 北京, 南京, 合肥, 广州, 成都, 昆明, 杭州, 武汉, 济南, 深圳, 西安, 重庆"
互联网,暑期实习,0,萤石网络,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/vR7q2HDAcOuUdLlYTwq3XA,"图像算法工程师,LLM大模型算法工程师,音频算法工程师,机器人决策规划算法工程师,AI加速算法工程师,AI算法工程师,决策规划算法工程师,机器视觉算法工程师,机械臂运动控制算法工程师,机械结构工程师,工艺工程师,生产计划专员,具身控制算法工程师,视觉算法工程师,AI infra工程师,AI算法全栈工程师,运动控制算法工程师,多维感知算法工程师,SLAM算法工程师,嵌入式软件开发（应用）,海外营销/技术支持工程师,海外营销工程师,资源开发专员",https://campushr.hikvision.com/home,0,招满即止,央国企,2027届,"提供转正机会, 需实习2个月以上, 包含实习薪资、商业保险及全勤奖, 聚焦AI与物联网核心组。","杭州, 重庆, 桐庐"
"制造业,交通运输",春招,1,赛美集团,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/FbhytHvT2v0ZFpwvxtwsVw,外贸业务员,https://mp.weixin.qq.com/s/FbhytHvT2v0ZFpwvxtwsVw,1,招满即止,民企,2026,"有六险,绩效奖金,全勤奖,交通补助,双休,5k~10k",唐山
"制造业,新能源",春招补录,0,时代长安,"大专,本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/FnRIiEEYqZ3ehiNY9fSEgA,工业工程师，生产技术员，设备工程师-电气/视觉/软件，一线生产岗位，制程质量管理工程师,https://mp.weixin.qq.com/s/FnRIiEEYqZ3ehiNY9fSEgA,1,招满即止,合资,2026,宁德时代与长安汽车合资，提供免费住宿及伙食补贴，五险一金齐全，薪资约6k-12k*13,贵阳
金融,春招,0,广晟财务公司,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/si8MNZNZANoltyyoZ5ozBA,数字化转型实施岗，综合事务岗（司库中心）,https://gdrising.hotjob.cn/,0,2026-05-31,央国企,2026,"广东省属国企背景, 六险二金, 各种补贴, 10k~15k*14",广州
"车企,制造业",春招补录,1,宁波华翔,"本科,硕士,博士",2026/05/15,http://mp.weixin.qq.com/s?__biz=MzU2NjkzNzU4MQ%3D%3D&idx=1&mid=2247489484&sn=354cf1dd963f76b90899024fcc069868,SQE，客户经理，管理会计，行政专员，采购专员，产品工程师，光学工程师，制冷工程师，工艺工程师，设备管培生，设计工程师，质量工程师，实验室工程师，制造工艺工程师，工艺助理工程师，设备助理工程师，质量助理工程师，管培生（海外储备）,https://campus.51job.com/NBHX/,1,招满即止,民企,"2025, 2026","有五险一金, 高温补贴, 通讯补贴, 年度体检, 8k-15k*13","上海, 天津, 宁波, 重庆"
"建筑,交通运输",春招,0,贵州公路集团,"本科,硕士,博士",2026/05/15,https://www.gzrc.com.cn/upload/gz/Ad/2026/20240108-zkxx/index-dkct.html,12个招聘岗位（共53人）,https://bm.bjpass.com/front/site/gzrcrq/signing-all,0,2026-05-25,央国企,2026,"有六险一金,带薪年假,职称津贴(最高1500/月),执业资格津贴(最高3500/月),施工津贴,总包10万-15万",贵州
其它,春招,0,石家庄市属国企,"本科,硕士,博士",2026/05/15,https://gzw.sjz.gov.cn/columns/530903f2-869c-46ff-b967-c08efc94d81f/202605/13/4b64427b-5541-4675-b4f9-5cd25c095a3f.html,交投集团岗位，北人集团岗位，国投集团岗位，常山集团岗位，水投集团岗位，城发投集团岗位，文旅投集团岗位,https://www.sjzhrgroup.com/#/,0,2026-05-27,央国企,2026,"有五险一金,节日福利,定期体检,5k~10k*13",石家庄
互联网,春招,0,SoftBook,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/qCUh4r2FeHwFylGxpKwOJQ,AI + 产品经理，剪辑，编导，内容运营岗，动画设计师,https://mp.weixin.qq.com/s/qCUh4r2FeHwFylGxpKwOJQ,1,招满即止,民企,"2026, 2027","提供员工宿舍, 实习200-300/天, 转正薪资上浮20%-50%, 有年终奖",廊坊
"制造业,新能源",春招,0,通敏检测,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/pMRW3qjC88RhAAPGhV-UXA,报告编制员，研发工程师，管理培训生，销售工程师，项目工程师，动力电池测试工程师,https://mp.weixin.qq.com/s/pMRW3qjC88RhAAPGhV-UXA,0,招满即止,民企,2026,"支持人才引进落户, 骨干股权激励, 五险一金及商业保险, 10k~18k*14","上海, 北京, 厦门, 合肥, 深圳"
其它,春招,0,重庆烟草,"本科,硕士,博士",2026/05/15,http://www.tobacco.gov.cn/gjyc/zpxx/202605/bed87dd8dda54aef94e834bca3c3542f.shtml,业务类岗位，生产操作类岗位,https://xy.liepin.com/cqyc2026/,0,2026-05-21,央国企,"2025, 2026","解决正式编制, 六险二金, 极高稳定性, 15k-20k*14-16",重庆
建筑,秋招提前批,0,中建西南院,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/nqh2ZVGaqFMCUHAtgF5KQw,建筑，暖通，电气，结构，装饰，规划，数字化，给排水，工程管理，工程造价，风景园林,https://xnjz.zhiye.com/,0,招满即止,央国企,2027,"解决成都/重庆等落户, 六险二金, 实习表现优异直接转正, 12k-18k*14","上海, 南京, 合肥, 成都, 杭州, 武汉, 济南, 海口, 深圳, 珠海, 苏州, 郑州, 重庆, 长沙, 雄安"
制造业,春招补录,0,信捷电气,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/qtorVOO7wD5OAJqwsKJSIA,AI视觉算法工程师，硬件工程师，失效分析工程师，技术支持工程师，机械设计工程师，上位机软件工程师，嵌入式软件工程师，电机控制算法工程师，过程控制算法工程师，运动控制算法工程师，自动化系统集成工程师,https://www.xinje.com/,0,招满即止,民企,2026,"有六险一金,各种补贴,12k~25k*14",无锡
交通运输,春招,0,山东海洋集团,"本科,硕士,博士",2026/05/15,http://gzw.shandong.gov.cn/articles/ch00223/202605/32714bdb-7087-4ed8-ae9c-a800f76466bd.html,见附件招聘岗位,http://gzw.shandong.gov.cn/articles/ch00223/202605/32714bdb-7087-4ed8-ae9c-a800f76466bd.html,0,2026-05-24,央国企,"2024, 2025, 2026","省属大型国企, 择业期内可投, 济南总部, 六险二金, 10k~18k*14",济南市
"金融,印刷",春招,0,中钞光华,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/xlfCySMAiuvabxqceTIcog,信息工程师岗位,https://mp.weixin.qq.com/s/xlfCySMAiuvabxqceTIcog,0,2026-05-31,央国企,"2025, 2026","解决深圳户口, 六险二金, 各种补贴, 18w-25w/年",深圳
事业单位,春招,0,国务院国资委,"本科,硕士,博士",2026/05/15,http://www.sasac.gov.cn/n2588035/n2588325/n2588350/c35428690/content.html,国务院国资委信息中心岗位，国务院国资委研究中心岗位，国务院国资委冶金机关服务中心岗位，国务院国资委商业机关服务中心岗位，国务院国资委国企绩效评价中心岗位，国务院国资委干部教育培训中心岗位，国务院国资委机械机关服务中心岗位，国务院国资委物资机关服务中心岗位，国务院国资委轻工机关服务中心岗位,http://www.sasac.gov.cn/n2588035/n2588325/n2588350/c35428690/content.html,0,2026-05-29,事业单位,"2024, 2025, 2026","解决北京户口,正式事业编制,包含9家委属单位,执行国家事业单位工资标准",北京
制造业,暑期实习,0,中乔体育,"本科,硕士",2026/05/15,https://mp.weixin.qq.com/s/x1COSze7cEHyhBBInJbXlA,"鞋/服设计实习生,鞋/服企划实习生,色彩设计实习生（鞋）,图案设计实习生（服）",https://mp.weixin.qq.com/s/x1COSze7cEHyhBBInJbXlA,1,2026-06-15,民企,2027届,"本科2500/月, 硕士3000/月, 提供食宿, 表现优异直通2027届管培生Offer, 需在厦实习2个月。",厦门市
制造业,暑期实习,0,华云三维,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/u-A1bNpcgTHWFQraUapQ3A,"C++开发工程师（实习）,Web前端开发工程师（实习）,AI开发工程师（实习）,三维图形渲染开发工程师（实习）,算法开发工程师（实习）,Java开发工程师（实习）",https://mp.weixin.qq.com/s/u-A1bNpcgTHWFQraUapQ3A,0,招满即止,民企,2027年及以后毕业,"薪资未提及, 需实习至少2个月/每周4天, 表现优异可转正, 参与皇冠CAD核心研发.",济南
半导体,暑期实习,0,友达光电,硕士,2026/05/15,https://mp.weixin.qq.com/s/XwgD-j0OQyRk1FNjlzUiew,"工艺整合实习生,工艺制成实习生,智能制造(IE)实习生,自动化设备实习生",https://mp.weixin.qq.com/s/XwgD-j0OQyRk1FNjlzUiew,1,招满即止,外企,2027届,"差异化薪酬, 仅限2027届硕士, 核心工艺/制造岗, 锁定秋招直通车Offer。",昆山
制造业,春招补录,0,永青集团,"本科,硕士,博士",2026/05/15,https://mp.weixin.qq.com/s/baDsW7UJmPttREv9xY6_WQ,冶金/材料类，化学/化工类，机械/电气类，矿业/工程类，能源/动力类，语言类，计算机类,https://wecruit.hotjob.cn/SU648a7b08bef57c16d35880e6/mc/detail?postId=102626&recruitType=campus,0,招满即止,民企,2026,"免费食宿, 往返国际机票全包, 丰厚年终奖, 转正一次性补贴3000元, 10k-18k*14",温州
"制造业,半导体,新能源",春招,0,势拓产业园,"本科,硕士",2026/05/15,https://mp.weixin.qq.com/s/mVdX7uFsSCbzxjrY9A6Ovg,储备干部，工艺工程师，机械工程师，电气工程师，质量工程师，销售工程师,https://mp.weixin.qq.com/s/mVdX7uFsSCbzxjrY9A6Ovg,1,招满即止,央国企,2026,"厦门人才补贴本科最高3万/硕士5万/博士8万, 提供五险一金及补充医疗/年金, 10k-15k*14",厦门
其它,春招,0,宁波水务环境集团,"本科,硕士,博士",2026/05/15,https://gzw.ningbo.gov.cn/col/col1229116730/art/2026/art_8b534ccaef324068b3efe651a062561e.html,资料员，仓库管理，工程管理，工程造价，物资管理，经营管理，网格管理，财务管理，采购管理，项目管理，三班生产岗，综合、文秘，人力资源管理，工程技术管理，水厂运营管理，生产工艺管理，管培生（审计方向），管培生（工程、技术方向），管培生（市场及投资方向）,https://nbsw2026.zhaopin.com/zk/#/?type=clear,0,2026-05-27,央国企,2026,"宁波市属国企, 足额缴纳五险一金及企业年金, 部分岗位提供住宿, 总包约12w-18w","奉化, 宁波"
